clienteid,idade,renda_anual,email,grupo
665,61,49709,cliente665@exemplo.com,2
666,48,29169,cliente666@exemplo.com,0
667,27,24640,cliente667@exemplo.com,0
668,37,76481,cliente668@exemplo.com,1
669,25,10848,cliente669@exemplo.com,0
670,39,38856,cliente670@exemplo.com,0
671,55,17640,cliente671@exemplo.com,0
672,46,23189,cliente672@exemplo.com,0
673,26,64522,cliente673@exemplo.com,2
674,61,62330,cliente674@exemplo.com,2
675,64,66593,cliente675@exemplo.com,2
676,18,77629,cliente676@exemplo.com,1
677,58,62246,cliente677@exemplo.com,2
678,69,72689,cliente678@exemplo.com,1
679,56,99702,cliente679@exemplo.com,1
680,43,71065,cliente680@exemplo.com,1
681,28,74261,cliente681@exemplo.com,1
682,69,36794,cliente682@exemplo.com,0
683,52,27143,cliente683@exemplo.com,0
684,77,96416,cliente684@exemplo.com,1
685,41,15785,cliente685@exemplo.com,0
686,50,48030,cliente686@exemplo.com,2
687,37,76413,cliente687@exemplo.com,1
688,44,83533,cliente688@exemplo.com,1
689,32,38853,cliente689@exemplo.com,0
690,50,75617,cliente690@exemplo.com,1
691,69,70957,cliente691@exemplo.com,1
692,24,22316,cliente692@exemplo.com,0
693,51,22772,cliente693@exemplo.com,0
694,62,30978,cliente694@exemplo.com,0
695,77,79810,cliente695@exemplo.com,1
696,75,13670,cliente696@exemplo.com,0
697,68,81861,cliente697@exemplo.com,1
698,63,86731,cliente698@exemplo.com,1
699,59,15947,cliente699@exemplo.com,0
700,22,69379,cliente700@exemplo.com,2
701,75,89280,cliente701@exemplo.com,1
702,47,96648,cliente702@exemplo.com,1
703,45,43848,cliente703@exemplo.com,2
704,35,30929,cliente704@exemplo.com,0
705,53,44664,cliente705@exemplo.com,2
706,20,42647,cliente706@exemplo.com,2
707,38,74453,cliente707@exemplo.com,1
708,63,53151,cliente708@exemplo.com,2
709,75,45817,cliente709@exemplo.com,2
710,33,86084,cliente710@exemplo.com,1
711,73,49200,cliente711@exemplo.com,2
712,54,78514,cliente712@exemplo.com,1
713,59,32579,cliente713@exemplo.com,0
714,80,80848,cliente714@exemplo.com,1
715,22,28586,cliente715@exemplo.com,0
716,67,36068,cliente716@exemplo.com,0
717,68,41098,cliente717@exemplo.com,2
718,31,82536,cliente718@exemplo.com,1
719,48,77857,cliente719@exemplo.com,1
720,63,85716,cliente720@exemplo.com,1
721,41,77896,cliente721@exemplo.com,1
722,52,20400,cliente722@exemplo.com,0
723,53,23553,cliente723@exemplo.com,0
724,27,75873,cliente724@exemplo.com,1
725,44,27124,cliente725@exemplo.com,0
726,73,69742,cliente726@exemplo.com,2
727,44,71804,cliente727@exemplo.com,1
728,72,46016,cliente728@exemplo.com,2
729,40,10739,cliente729@exemplo.com,0
730,30,23728,cliente730@exemplo.com,0
731,33,48158,cliente731@exemplo.com,2
732,52,96589,cliente732@exemplo.com,1
733,44,84140,cliente733@exemplo.com,1
734,69,14267,cliente734@exemplo.com,0
735,56,88945,cliente735@exemplo.com,1
736,64,92098,cliente736@exemplo.com,1
737,34,70206,cliente737@exemplo.com,2
738,79,69500,cliente738@exemplo.com,2
739,78,32344,cliente739@exemplo.com,0
740,65,28853,cliente740@exemplo.com,0
741,76,53010,cliente741@exemplo.com,2
742,58,18977,cliente742@exemplo.com,0
743,18,30623,cliente743@exemplo.com,0
744,28,92627,cliente744@exemplo.com,1
745,29,19557,cliente745@exemplo.com,0
746,31,39426,cliente746@exemplo.com,0
747,25,29549,cliente747@exemplo.com,0
748,48,89717,cliente748@exemplo.com,1
749,24,58248,cliente749@exemplo.com,2
750,63,24998,cliente750@exemplo.com,0
751,71,15330,cliente751@exemplo.com,0
752,48,34071,cliente752@exemplo.com,0
753,33,85953,cliente753@exemplo.com,1
754,59,31530,cliente754@exemplo.com,0
755,56,72200,cliente755@exemplo.com,1
756,71,67988,cliente756@exemplo.com,2
757,61,25469,cliente757@exemplo.com,0
758,36,72490,cliente758@exemplo.com,1
759,25,42444,cliente759@exemplo.com,2
760,46,53251,cliente760@exemplo.com,2
761,19,95615,cliente761@exemplo.com,1
762,59,32099,cliente762@exemplo.com,0
763,20,90462,cliente763@exemplo.com,1
764,68,14754,cliente764@exemplo.com,0
765,46,54153,cliente765@exemplo.com,2
766,32,61808,cliente766@exemplo.com,2
767,55,86123,cliente767@exemplo.com,1
768,45,37428,cliente768@exemplo.com,0
769,72,74870,cliente769@exemplo.com,1
770,54,74916,cliente770@exemplo.com,1
771,49,15612,cliente771@exemplo.com,0
772,47,60834,cliente772@exemplo.com,2
773,68,39233,cliente773@exemplo.com,0
774,78,98687,cliente774@exemplo.com,1
775,64,73719,cliente775@exemplo.com,1
776,47,21106,cliente776@exemplo.com,0
777,68,34391,cliente777@exemplo.com,0
778,51,46560,cliente778@exemplo.com,2
779,30,85841,cliente779@exemplo.com,1
780,50,94056,cliente780@exemplo.com,1
781,59,57376,cliente781@exemplo.com,2
782,34,16445,cliente782@exemplo.com,0
783,20,65679,cliente783@exemplo.com,2
784,26,42933,cliente784@exemplo.com,2
785,69,92354,cliente785@exemplo.com,1
786,79,43996,cliente786@exemplo.com,2
787,28,84756,cliente787@exemplo.com,1
788,66,31427,cliente788@exemplo.com,0
789,44,74552,cliente789@exemplo.com,1
790,45,38558,cliente790@exemplo.com,0
791,74,54273,cliente791@exemplo.com,2
792,74,90266,cliente792@exemplo.com,1
793,19,83115,cliente793@exemplo.com,1
794,18,46174,cliente794@exemplo.com,2
795,23,14966,cliente795@exemplo.com,0
796,42,48285,cliente796@exemplo.com,2
797,52,96742,cliente797@exemplo.com,1
798,33,49965,cliente798@exemplo.com,2
799,21,84702,cliente799@exemplo.com,1
800,78,33722,cliente800@exemplo.com,0
801,64,27611,cliente801@exemplo.com,0
802,55,33771,cliente802@exemplo.com,0
803,61,17278,cliente803@exemplo.com,0
804,37,46535,cliente804@exemplo.com,2
805,42,25101,cliente805@exemplo.com,0
806,24,60306,cliente806@exemplo.com,2
807,38,99753,cliente807@exemplo.com,1
808,24,93584,cliente808@exemplo.com,1
809,46,29807,cliente809@exemplo.com,0
810,69,75720,cliente810@exemplo.com,1
811,24,50046,cliente811@exemplo.com,2
812,20,54742,cliente812@exemplo.com,2
813,46,80610,cliente813@exemplo.com,1
814,46,41318,cliente814@exemplo.com,2
815,56,42511,cliente815@exemplo.com,2
816,55,88587,cliente816@exemplo.com,1
817,77,61917,cliente817@exemplo.com,2
818,23,16462,cliente818@exemplo.com,0
819,63,63203,cliente819@exemplo.com,2
820,27,57263,cliente820@exemplo.com,2
821,54,14983,cliente821@exemplo.com,0
822,72,83628,cliente822@exemplo.com,1
823,31,69707,cliente823@exemplo.com,2
824,39,72968,cliente824@exemplo.com,1
825,77,39011,cliente825@exemplo.com,0
826,49,52344,cliente826@exemplo.com,2
827,35,99689,cliente827@exemplo.com,1
828,53,87807,cliente828@exemplo.com,1
829,63,13869,cliente829@exemplo.com,0
830,69,74284,cliente830@exemplo.com,1
831,76,35652,cliente831@exemplo.com,0
832,26,74810,cliente832@exemplo.com,1
833,80,46564,cliente833@exemplo.com,2
834,43,15393,cliente834@exemplo.com,0
835,39,54711,cliente835@exemplo.com,2
836,63,44274,cliente836@exemplo.com,2
837,55,25920,cliente837@exemplo.com,0
838,40,90086,cliente838@exemplo.com,1
839,34,17213,cliente839@exemplo.com,0
840,43,43914,cliente840@exemplo.com,2
841,64,72998,cliente841@exemplo.com,1
842,73,38903,cliente842@exemplo.com,0
843,55,32014,cliente843@exemplo.com,0
844,19,25708,cliente844@exemplo.com,0
845,23,27729,cliente845@exemplo.com,0
846,24,11365,cliente846@exemplo.com,0
847,30,73298,cliente847@exemplo.com,1
848,44,89392,cliente848@exemplo.com,1
849,28,94402,cliente849@exemplo.com,1
850,77,66227,cliente850@exemplo.com,2
851,72,36613,cliente851@exemplo.com,0
852,32,28583,cliente852@exemplo.com,0
853,80,26371,cliente853@exemplo.com,0
854,26,12170,cliente854@exemplo.com,0
855,25,61282,cliente855@exemplo.com,2
856,63,47990,cliente856@exemplo.com,2
857,23,92009,cliente857@exemplo.com,1
858,65,68094,cliente858@exemplo.com,2
859,77,13185,cliente859@exemplo.com,0
860,60,18347,cliente860@exemplo.com,0
861,21,45081,cliente861@exemplo.com,2
862,28,87939,cliente862@exemplo.com,1
863,68,77409,cliente863@exemplo.com,1
864,75,22683,cliente864@exemplo.com,0
865,45,31568,cliente865@exemplo.com,0
866,43,45063,cliente866@exemplo.com,2
867,21,29961,cliente867@exemplo.com,0
868,79,27700,cliente868@exemplo.com,0
869,32,18211,cliente869@exemplo.com,0
870,36,95701,cliente870@exemplo.com,1
871,23,91598,cliente871@exemplo.com,1
872,76,41940,cliente872@exemplo.com,2
873,22,64441,cliente873@exemplo.com,2
874,35,29088,cliente874@exemplo.com,0
875,23,91541,cliente875@exemplo.com,1
876,48,36720,cliente876@exemplo.com,0
877,42,39827,cliente877@exemplo.com,0
878,21,27800,cliente878@exemplo.com,0
879,23,64078,cliente879@exemplo.com,2
880,58,11193,cliente880@exemplo.com,0
881,54,52826,cliente881@exemplo.com,2
882,76,67446,cliente882@exemplo.com,2
883,67,19820,cliente883@exemplo.com,0
884,73,58223,cliente884@exemplo.com,2
885,42,76443,cliente885@exemplo.com,1
886,51,55639,cliente886@exemplo.com,2
887,36,90759,cliente887@exemplo.com,1
888,51,43865,cliente888@exemplo.com,2
889,32,61032,cliente889@exemplo.com,2
890,67,45560,cliente890@exemplo.com,2
891,25,68593,cliente891@exemplo.com,2
892,71,71243,cliente892@exemplo.com,1
893,61,96734,cliente893@exemplo.com,1
894,64,57085,cliente894@exemplo.com,2
895,66,54559,cliente895@exemplo.com,2
896,70,84756,cliente896@exemplo.com,1
897,51,73382,cliente897@exemplo.com,1
898,35,11716,cliente898@exemplo.com,0
899,47,57170,cliente899@exemplo.com,2
900,30,95831,cliente900@exemplo.com,1
901,72,17533,cliente901@exemplo.com,0
902,64,36952,cliente902@exemplo.com,0
903,72,18527,cliente903@exemplo.com,0
904,50,24809,cliente904@exemplo.com,0
905,52,84969,cliente905@exemplo.com,1
906,69,31395,cliente906@exemplo.com,0
907,41,50766,cliente907@exemplo.com,2
908,78,18989,cliente908@exemplo.com,0
909,43,21133,cliente909@exemplo.com,0
910,64,32627,cliente910@exemplo.com,0
911,68,42282,cliente911@exemplo.com,2
912,61,21111,cliente912@exemplo.com,0
913,70,39951,cliente913@exemplo.com,0
914,59,17752,cliente914@exemplo.com,0
915,64,92175,cliente915@exemplo.com,1
916,18,99955,cliente916@exemplo.com,1
917,30,49538,cliente917@exemplo.com,2
918,72,75198,cliente918@exemplo.com,1
919,27,68890,cliente919@exemplo.com,2
920,36,26074,cliente920@exemplo.com,0
921,22,41231,cliente921@exemplo.com,2
922,25,97391,cliente922@exemplo.com,1
923,21,39659,cliente923@exemplo.com,0
924,66,11677,cliente924@exemplo.com,0
925,30,31454,cliente925@exemplo.com,0
926,55,81685,cliente926@exemplo.com,1
927,70,34983,cliente927@exemplo.com,0
928,63,81271,cliente928@exemplo.com,1
929,66,25409,cliente929@exemplo.com,0
930,63,60533,cliente930@exemplo.com,2
931,36,28293,cliente931@exemplo.com,0
932,69,66248,cliente932@exemplo.com,2
933,67,74939,cliente933@exemplo.com,1
934,25,79784,cliente934@exemplo.com,1
935,44,95329,cliente935@exemplo.com,1
936,67,72997,cliente936@exemplo.com,1
937,64,98030,cliente937@exemplo.com,1
938,47,55119,cliente938@exemplo.com,2
939,21,64617,cliente939@exemplo.com,2
940,28,99381,cliente940@exemplo.com,1
941,38,94913,cliente941@exemplo.com,1
942,60,97208,cliente942@exemplo.com,1
943,19,80129,cliente943@exemplo.com,1
944,73,86138,cliente944@exemplo.com,1
945,38,66543,cliente945@exemplo.com,2
946,34,85040,cliente946@exemplo.com,1
947,60,49105,cliente947@exemplo.com,2
948,68,15241,cliente948@exemplo.com,0
949,46,92293,cliente949@exemplo.com,1
950,44,10833,cliente950@exemplo.com,0
951,41,65332,cliente951@exemplo.com,2
952,70,24074,cliente952@exemplo.com,0
953,66,12073,cliente953@exemplo.com,0
954,20,87772,cliente954@exemplo.com,1
955,56,81752,cliente955@exemplo.com,1
956,27,57628,cliente956@exemplo.com,2
957,20,40403,cliente957@exemplo.com,0
958,70,32922,cliente958@exemplo.com,0
959,62,98583,cliente959@exemplo.com,1
960,59,27332,cliente960@exemplo.com,0
961,43,25452,cliente961@exemplo.com,0
962,78,28888,cliente962@exemplo.com,0
963,71,48115,cliente963@exemplo.com,2
964,54,45025,cliente964@exemplo.com,2
965,44,76711,cliente965@exemplo.com,1
966,22,97669,cliente966@exemplo.com,1
967,59,60357,cliente967@exemplo.com,2
968,28,96540,cliente968@exemplo.com,1
969,30,75031,cliente969@exemplo.com,1
970,58,97471,cliente970@exemplo.com,1
971,51,20350,cliente971@exemplo.com,0
972,55,75374,cliente972@exemplo.com,1
973,57,48547,cliente973@exemplo.com,2
974,50,44026,cliente974@exemplo.com,2
975,76,44669,cliente975@exemplo.com,2
976,51,15042,cliente976@exemplo.com,0
977,44,91473,cliente977@exemplo.com,1
978,53,59746,cliente978@exemplo.com,2
979,43,93406,cliente979@exemplo.com,1
980,68,73483,cliente980@exemplo.com,1
981,42,39785,cliente981@exemplo.com,0
982,36,42869,cliente982@exemplo.com,2
983,38,37000,cliente983@exemplo.com,0
984,48,63432,cliente984@exemplo.com,2
985,46,24920,cliente985@exemplo.com,0
986,26,53042,cliente986@exemplo.com,2
987,36,60138,cliente987@exemplo.com,2
988,43,51483,cliente988@exemplo.com,2
989,42,94588,cliente989@exemplo.com,1
990,57,20600,cliente990@exemplo.com,0
991,60,49332,cliente991@exemplo.com,2
992,77,30350,cliente992@exemplo.com,0
993,46,62401,cliente993@exemplo.com,2
994,42,30428,cliente994@exemplo.com,0
995,36,48704,cliente995@exemplo.com,2
996,21,96602,cliente996@exemplo.com,1
997,62,90477,cliente997@exemplo.com,1
998,37,55770,cliente998@exemplo.com,2
999,63,45569,cliente999@exemplo.com,2
1000,72,17463,cliente1000@exemplo.com,0
