clienteid,idade,renda_anual,email
666,59,89284.0,cliente666@exemplo.com
667,46,58427.0,cliente667@exemplo.com
668,80,82785.0,cliente668@exemplo.com
669,36,60751.0,cliente669@exemplo.com
670,34,49237.0,cliente670@exemplo.com
671,53,87791.0,cliente671@exemplo.com
672,41,48645.0,cliente672@exemplo.com
673,70,79755.0,cliente673@exemplo.com
674,37,48093.0,cliente674@exemplo.com
675,64,95860.0,cliente675@exemplo.com
676,47,47017.0,cliente676@exemplo.com
677,32,57859.0,cliente677@exemplo.com
678,28,22161.0,cliente678@exemplo.com
679,18,27353.0,cliente679@exemplo.com
680,43,41013.0,cliente680@exemplo.com
681,71,78685.0,cliente681@exemplo.com
682,67,80230.0,cliente682@exemplo.com
683,32,48285.0,cliente683@exemplo.com
684,51,86488.0,cliente684@exemplo.com
685,19,35301.0,cliente685@exemplo.com
686,57,82995.0,cliente686@exemplo.com
687,60,97827.0,cliente687@exemplo.com
688,56,66610.0,cliente688@exemplo.com
689,57,69640.0,cliente689@exemplo.com
690,24,26147.0,cliente690@exemplo.com
691,58,85682.0,cliente691@exemplo.com
692,39,65873.0,cliente692@exemplo.com
693,26,29279.0,cliente693@exemplo.com
694,18,33271.0,cliente694@exemplo.com
695,40,42966.0,cliente695@exemplo.com
696,73,71877.0,cliente696@exemplo.com
697,27,30188.0,cliente697@exemplo.com
698,68,75426.0,cliente698@exemplo.com
699,43,49112.0,cliente699@exemplo.com
700,76,86705.0,cliente700@exemplo.com
701,45,50001.0,cliente701@exemplo.com
702,43,55600.0,cliente702@exemplo.com
703,77,86153.0,cliente703@exemplo.com
704,72,89847.0,cliente704@exemplo.com
705,32,55997.0,cliente705@exemplo.com
706,52,60728.0,cliente706@exemplo.com
707,77,61670.0,cliente707@exemplo.com
708,43,67371.0,cliente708@exemplo.com
709,64,61028.0,cliente709@exemplo.com
710,70,87624.0,cliente710@exemplo.com
711,68,67337.0,cliente711@exemplo.com
712,78,69841.0,cliente712@exemplo.com
713,37,59520.0,cliente713@exemplo.com
714,44,68859.0,cliente714@exemplo.com
715,72,60162.0,cliente715@exemplo.com
716,27,33652.0,cliente716@exemplo.com
717,72,93707.0,cliente717@exemplo.com
718,79,96573.0,cliente718@exemplo.com
719,73,78185.0,cliente719@exemplo.com
720,32,40129.0,cliente720@exemplo.com
721,50,99326.0,cliente721@exemplo.com
722,49,69693.0,cliente722@exemplo.com
723,18,36883.0,cliente723@exemplo.com
724,21,30311.0,cliente724@exemplo.com
725,66,91243.0,cliente725@exemplo.com
726,48,61988.0,cliente726@exemplo.com
727,21,21082.0,cliente727@exemplo.com
728,65,68842.0,cliente728@exemplo.com
729,78,72690.0,cliente729@exemplo.com
730,20,31367.0,cliente730@exemplo.com
731,53,82428.0,cliente731@exemplo.com
732,76,72923.0,cliente732@exemplo.com
733,73,76500.0,cliente733@exemplo.com
734,27,36428.0,cliente734@exemplo.com
735,76,61297.0,cliente735@exemplo.com
736,36,62533.0,cliente736@exemplo.com
737,35,62932.0,cliente737@exemplo.com
738,56,61784.0,cliente738@exemplo.com
739,42,60962.0,cliente739@exemplo.com
740,78,83131.0,cliente740@exemplo.com
741,26,39367.0,cliente741@exemplo.com
742,78,68693.0,cliente742@exemplo.com
743,72,92365.0,cliente743@exemplo.com
744,69,60728.0,cliente744@exemplo.com
745,30,63596.0,cliente745@exemplo.com
746,79,91016.0,cliente746@exemplo.com
747,19,33251.0,cliente747@exemplo.com
748,51,73326.0,cliente748@exemplo.com
749,53,96139.0,cliente749@exemplo.com
750,43,49803.0,cliente750@exemplo.com
751,24,37366.0,cliente751@exemplo.com
752,31,62345.0,cliente752@exemplo.com
753,48,40800.0,cliente753@exemplo.com
754,70,72533.0,cliente754@exemplo.com
755,28,37553.0,cliente755@exemplo.com
756,25,37857.0,cliente756@exemplo.com
757,20,37747.0,cliente757@exemplo.com
758,23,21304.0,cliente758@exemplo.com
759,22,29377.0,cliente759@exemplo.com
760,52,88494.0,cliente760@exemplo.com
761,61,81070.0,cliente761@exemplo.com
762,35,68889.0,cliente762@exemplo.com
763,70,66546.0,cliente763@exemplo.com
764,55,82133.0,cliente764@exemplo.com
765,48,66089.0,cliente765@exemplo.com
766,44,69855.0,cliente766@exemplo.com
767,53,94959.0,cliente767@exemplo.com
768,49,64164.0,cliente768@exemplo.com
769,74,87956.0,cliente769@exemplo.com
770,41,57524.0,cliente770@exemplo.com
771,38,43864.0,cliente771@exemplo.com
772,28,23226.0,cliente772@exemplo.com
773,38,50598.0,cliente773@exemplo.com
774,54,69632.0,cliente774@exemplo.com
775,49,43179.0,cliente775@exemplo.com
776,71,71351.0,cliente776@exemplo.com
777,36,55517.0,cliente777@exemplo.com
778,57,85746.0,cliente778@exemplo.com
779,64,60007.0,cliente779@exemplo.com
780,37,53023.0,cliente780@exemplo.com
781,61,76862.0,cliente781@exemplo.com
782,66,81038.0,cliente782@exemplo.com
783,51,79570.0,cliente783@exemplo.com
784,26,35195.0,cliente784@exemplo.com
785,52,87809.0,cliente785@exemplo.com
786,43,60414.0,cliente786@exemplo.com
787,30,46707.0,cliente787@exemplo.com
788,65,62076.0,cliente788@exemplo.com
789,31,45921.0,cliente789@exemplo.com
790,29,31243.0,cliente790@exemplo.com
791,66,96442.0,cliente791@exemplo.com
792,57,78265.0,cliente792@exemplo.com
793,32,62378.0,cliente793@exemplo.com
794,41,64076.0,cliente794@exemplo.com
795,68,83830.0,cliente795@exemplo.com
796,46,67575.0,cliente796@exemplo.com
797,54,86763.0,cliente797@exemplo.com
798,60,89864.0,cliente798@exemplo.com
799,56,62700.0,cliente799@exemplo.com
800,51,75180.0,cliente800@exemplo.com
801,42,64596.0,cliente801@exemplo.com
802,60,73071.0,cliente802@exemplo.com
803,28,39232.0,cliente803@exemplo.com
804,55,90857.0,cliente804@exemplo.com
805,79,67593.0,cliente805@exemplo.com
806,26,38919.0,cliente806@exemplo.com
807,21,23422.0,cliente807@exemplo.com
808,44,58392.0,cliente808@exemplo.com
809,36,63730.0,cliente809@exemplo.com
810,44,45566.0,cliente810@exemplo.com
811,68,80256.0,cliente811@exemplo.com
812,18,30265.0,cliente812@exemplo.com
813,31,44153.0,cliente813@exemplo.com
814,70,72853.0,cliente814@exemplo.com
815,27,39401.0,cliente815@exemplo.com
816,30,63137.0,cliente816@exemplo.com
817,79,78867.0,cliente817@exemplo.com
818,70,75069.0,cliente818@exemplo.com
819,61,89355.0,cliente819@exemplo.com
820,37,45599.0,cliente820@exemplo.com
821,46,48476.0,cliente821@exemplo.com
822,77,94386.0,cliente822@exemplo.com
823,41,45981.0,cliente823@exemplo.com
824,56,93671.0,cliente824@exemplo.com
825,62,68823.0,cliente825@exemplo.com
826,24,22970.0,cliente826@exemplo.com
827,52,60023.0,cliente827@exemplo.com
828,74,63264.0,cliente828@exemplo.com
829,59,69246.0,cliente829@exemplo.com
830,71,74235.0,cliente830@exemplo.com
831,61,70865.0,cliente831@exemplo.com
832,51,85888.0,cliente832@exemplo.com
833,37,43978.0,cliente833@exemplo.com
834,46,60684.0,cliente834@exemplo.com
835,41,61385.0,cliente835@exemplo.com
836,55,66196.0,cliente836@exemplo.com
837,40,44909.0,cliente837@exemplo.com
838,66,67435.0,cliente838@exemplo.com
839,35,53495.0,cliente839@exemplo.com
840,71,81509.0,cliente840@exemplo.com
841,29,29812.0,cliente841@exemplo.com
842,55,75929.0,cliente842@exemplo.com
843,66,65707.0,cliente843@exemplo.com
844,61,75713.0,cliente844@exemplo.com
845,69,89834.0,cliente845@exemplo.com
846,37,58722.0,cliente846@exemplo.com
847,70,62771.0,cliente847@exemplo.com
848,57,83674.0,cliente848@exemplo.com
849,40,67156.0,cliente849@exemplo.com
850,40,61364.0,cliente850@exemplo.com
851,69,61353.0,cliente851@exemplo.com
852,50,81968.0,cliente852@exemplo.com
853,49,49972.0,cliente853@exemplo.com
854,62,71702.0,cliente854@exemplo.com
855,35,56306.0,cliente855@exemplo.com
856,45,57994.0,cliente856@exemplo.com
857,68,79928.0,cliente857@exemplo.com
858,56,73870.0,cliente858@exemplo.com
859,29,23755.0,cliente859@exemplo.com
860,61,90972.0,cliente860@exemplo.com
861,19,33723.0,cliente861@exemplo.com
862,36,67254.0,cliente862@exemplo.com
863,49,62918.0,cliente863@exemplo.com
864,58,84077.0,cliente864@exemplo.com
865,26,30026.0,cliente865@exemplo.com
866,54,96442.0,cliente866@exemplo.com
867,65,90453.0,cliente867@exemplo.com
868,31,68698.0,cliente868@exemplo.com
869,20,38181.0,cliente869@exemplo.com
870,44,43224.0,cliente870@exemplo.com
871,67,94693.0,cliente871@exemplo.com
872,68,91858.0,cliente872@exemplo.com
873,59,95993.0,cliente873@exemplo.com
874,26,28428.0,cliente874@exemplo.com
875,30,46673.0,cliente875@exemplo.com
876,36,53715.0,cliente876@exemplo.com
877,47,55065.0,cliente877@exemplo.com
878,18,29344.0,cliente878@exemplo.com
879,45,44569.0,cliente879@exemplo.com
880,30,41060.0,cliente880@exemplo.com
881,25,26677.0,cliente881@exemplo.com
882,73,89659.0,cliente882@exemplo.com
883,71,88504.0,cliente883@exemplo.com
884,68,87600.0,cliente884@exemplo.com
885,26,38681.0,cliente885@exemplo.com
886,58,60694.0,cliente886@exemplo.com
887,73,75646.0,cliente887@exemplo.com
888,74,93545.0,cliente888@exemplo.com
889,56,62274.0,cliente889@exemplo.com
890,70,80506.0,cliente890@exemplo.com
891,66,62294.0,cliente891@exemplo.com
892,42,59451.0,cliente892@exemplo.com
893,25,37923.0,cliente893@exemplo.com
894,18,27321.0,cliente894@exemplo.com
895,68,85404.0,cliente895@exemplo.com
896,38,59312.0,cliente896@exemplo.com
897,70,89505.0,cliente897@exemplo.com
898,19,34293.0,cliente898@exemplo.com
899,60,88457.0,cliente899@exemplo.com
900,78,74753.0,cliente900@exemplo.com
901,62,86306.0,cliente901@exemplo.com
902,58,91842.0,cliente902@exemplo.com
903,20,22933.0,cliente903@exemplo.com
904,73,65219.0,cliente904@exemplo.com
905,75,89799.0,cliente905@exemplo.com
906,54,74832.0,cliente906@exemplo.com
907,24,28653.0,cliente907@exemplo.com
908,68,74171.0,cliente908@exemplo.com
909,68,85206.0,cliente909@exemplo.com
910,76,91245.0,cliente910@exemplo.com
911,76,61230.0,cliente911@exemplo.com
912,22,30064.0,cliente912@exemplo.com
913,75,88601.0,cliente913@exemplo.com
914,67,61632.0,cliente914@exemplo.com
915,52,99565.0,cliente915@exemplo.com
916,72,83060.0,cliente916@exemplo.com
917,50,62315.0,cliente917@exemplo.com
918,56,87175.0,cliente918@exemplo.com
919,59,77483.0,cliente919@exemplo.com
920,37,41097.0,cliente920@exemplo.com
921,58,71898.0,cliente921@exemplo.com
922,31,68763.0,cliente922@exemplo.com
923,37,49062.0,cliente923@exemplo.com
924,59,96195.0,cliente924@exemplo.com
925,62,74861.0,cliente925@exemplo.com
926,35,43133.0,cliente926@exemplo.com
927,72,88265.0,cliente927@exemplo.com
928,28,29445.0,cliente928@exemplo.com
929,53,79080.0,cliente929@exemplo.com
930,61,72728.0,cliente930@exemplo.com
931,35,52664.0,cliente931@exemplo.com
932,27,34802.0,cliente932@exemplo.com
933,55,95103.0,cliente933@exemplo.com
934,47,69235.0,cliente934@exemplo.com
935,74,94388.0,cliente935@exemplo.com
936,30,52940.0,cliente936@exemplo.com
937,23,24091.0,cliente937@exemplo.com
938,51,75775.0,cliente938@exemplo.com
939,72,97048.0,cliente939@exemplo.com
940,32,42850.0,cliente940@exemplo.com
941,48,53015.0,cliente941@exemplo.com
942,32,49190.0,cliente942@exemplo.com
943,26,38677.0,cliente943@exemplo.com
944,77,64179.0,cliente944@exemplo.com
945,51,85893.0,cliente945@exemplo.com
946,22,37013.0,cliente946@exemplo.com
947,69,68948.0,cliente947@exemplo.com
948,43,48053.0,cliente948@exemplo.com
949,58,76946.0,cliente949@exemplo.com
950,28,39210.0,cliente950@exemplo.com
951,55,61699.0,cliente951@exemplo.com
952,76,66927.0,cliente952@exemplo.com
953,45,51599.0,cliente953@exemplo.com
954,50,99080.0,cliente954@exemplo.com
955,22,20276.0,cliente955@exemplo.com
956,24,30159.0,cliente956@exemplo.com
957,31,42633.0,cliente957@exemplo.com
958,28,32512.0,cliente958@exemplo.com
959,36,61400.0,cliente959@exemplo.com
960,32,42287.0,cliente960@exemplo.com
961,41,66683.0,cliente961@exemplo.com
962,69,84717.0,cliente962@exemplo.com
963,62,99774.0,cliente963@exemplo.com
964,53,89138.0,cliente964@exemplo.com
965,71,70345.0,cliente965@exemplo.com
966,75,67299.0,cliente966@exemplo.com
967,71,78501.0,cliente967@exemplo.com
968,40,64344.0,cliente968@exemplo.com
969,64,76289.0,cliente969@exemplo.com
970,72,78494.0,cliente970@exemplo.com
971,20,38055.0,cliente971@exemplo.com
972,74,87430.0,cliente972@exemplo.com
973,68,68617.0,cliente973@exemplo.com
974,64,89031.0,cliente974@exemplo.com
975,80,82980.0,cliente975@exemplo.com
976,71,67835.0,cliente976@exemplo.com
977,22,21101.0,cliente977@exemplo.com
978,21,38038.0,cliente978@exemplo.com
979,38,50752.0,cliente979@exemplo.com
980,36,49467.0,cliente980@exemplo.com
981,61,91909.0,cliente981@exemplo.com
982,26,31680.0,cliente982@exemplo.com
983,48,68258.0,cliente983@exemplo.com
984,29,33952.0,cliente984@exemplo.com
985,59,69878.0,cliente985@exemplo.com
986,61,67965.0,cliente986@exemplo.com
987,30,50502.0,cliente987@exemplo.com
988,67,71450.0,cliente988@exemplo.com
989,47,61078.0,cliente989@exemplo.com
990,63,84249.0,cliente990@exemplo.com
991,77,66889.0,cliente991@exemplo.com
992,38,51332.0,cliente992@exemplo.com
993,53,93076.0,cliente993@exemplo.com
994,25,27705.0,cliente994@exemplo.com
995,70,93847.0,cliente995@exemplo.com
996,28,29018.0,cliente996@exemplo.com
997,72,70893.0,cliente997@exemplo.com
998,67,90483.0,cliente998@exemplo.com
999,25,30271.0,cliente999@exemplo.com
1000,64,80938.0,cliente1000@exemplo.com
